	address	RestaurantID	Checkins	Recommended	Name	range	Rating	Reviews	
191	3554 N Goldwater Blvd, Ste D	juuXU2xkzo8ChUUljCZTtw	5.0	Worth Visiting	ATL Wings	5.0	5.0	4	
192	4821 N Scottsdale Rd, Ste 100	8uvRaqFJx36Yff7g6f8AYw	311.0	Worth Visiting	Modern Market Eatery	4.0	3.6	92	
193	6114 North Scottsdale Rd	xEHGZ-jVUSOqE9lbXO_3Tg	134.0	Worth Visiting	Weft & Warp Art Bar + Kitchen	4.0	3.9	45	
194	15323 N Scottsdale Rd	swX3Vj3dQsz1YlCRmwNQEQ	928.0	Jewel of a place!	Eddie V's Prime Seafood	4.0	4.2	424	
195	3300 N Hayden Rd, Ste B	WyH93nP0qrMSfD0NrLk_wg	261.0	At your own risk	Subway	3.0	3.2	19	
196	7901 E Thomas Rd, Ste 108	ePt0qmZgU-fjqMoM1M2U3Q	1340.0	Must Visit!	Tottie's Asian Fusion	4.0	3.8	331	
197	10989 E Dynamite Blvd	qHBAbWoKBl1fst2nZ-jIkA	10.0	Worth Visiting	Bella Notte Ristorante	4.0	4.1	14	
198	7353 N Via Paseo Del Sur, Ste 490	PzdI7yM9GrufH6oavO6odg	522.0	Worth Visiting	McCormick Qwik Chinese Restaurant	4.0	3.6	125	
199	6900 E Camelback Rd	QARy4UUOQogMjDp9jP-YVg	593.0	Worth Visiting	Searsucker	4.0	3.5	160	
200	2955 N Hayden Rd	YQGnEP2TysOi7WEfAH39cg	272.0	At your own risk	Whataburger	3.0	3.2	45	
201	4422 N 75th St	_n3w5BK4-k7iXCWifCjUZg	8281.0	Must Visit!	The Lodge	4.0	3.7	213	
202	7240 E Main St	zra20XPGVL9P3i5hMoKjig	165.0	Must Visit!	Nonna Urban Eatery	5.0	4.5	87	
203	1455 N Scottsdale Rd, Ste 110	KwQbwepLHtqHmWkyuD6xUQ	17.0	Worth Visiting	New York Bagels N Bialys at SkySong	4.0	4.2	9	
204	4175 N Goldwater Blvd	wyInknn19SE7IxeHrraBew	20.0	At your own risk	Bacon	3.0	2.9	57	
205	2902 N 68th St, Ste 100	4jK6jBV8rzX0dhm6dYQl_Q	620.0	Worth Visiting	Pizza Re	3.0	3.5	85	
206	6929 N Hayden Rd, Ste C2	Xk5HlcuuCWv5cQKmI7CjkQ	536.0	Worth Visiting	Goldmans Deli	4.0	3.8	130	
207	1375 N Scottsdale Rd	5YVuL6DRVzW-b8mBsJr93w	101.0	Worth Visiting	City Market Deli	4.0	3.9	9	
208	10425 N Scottsdale Rd	AMkZ0TvxfVZfTOHuWTUaTw	899.0	Worth Visiting	Chop & Wok	3.0	3.1	232	
209	8030 E Indian School Rd	yJLxYFLB0W94yvDsVL2sbg	180.0	At your own risk	Jack-In-the Box	3.0	2.7	25	
210	32409 N Scottsdale Rd	gnRVI-w3a_WbOjukoYmTaA	47.0	Worth Visiting	The Bourbon Cellar	4.0	4.2	88	
211	9719 N Hayden Rd, Ste C	uiXwLz4An0sDK63WnoGwlw	1.0	Its your say finally!	Monroe's Bar & Grill	2.0	2.2	5	
212	16447 N Scottsdale Rd, Ste 101	YRy8FX66W5htql2pKL-o6Q	151.0	At your own risk	Daphne's California Greek	3.0	3.1	57	
213	7605 E Pinnacle Peak Rd	Vj2eN9PFTwkYByWRCknnMA	21.0	Worth Visiting	Thai Pan Fresh Exotic Cuisine	4.0	3.9	22	
214	15147 N Scottsdale Rd, Unit H133	Q4pg6LcRCYMlml-5jg4Z5Q	289.0	Must Visit!	Breakfast Kitchen Bar	4.0	3.9	226	
215	32531 N Scottsdale Rd, Ste 105	idNnDao6jSW-Po872u-Iew	18.0	Worth Visiting	Kashman's Place	4.0	4.1	14	
216	4432 N Miller Rd, Ste 107	K4dG8DgfJC732xQAeMemqw	3.0	At your own risk	One Eyed Dog	3.0	3.0	4	
217	6263 N Scottsdale Rd	6kbj9mAWX4gCig-Y4WCdHA	17.0	Worth Visiting	Forum Cafe	5.0	4.9	15	
218	20831 N Scottsdale Rd, Ste 117	h2hJyBYCIXU2_om6LYHWHA	1396.0	Must Visit!	Cold Beers & Cheeseburgers	3.0	3.3	323	
219	3030 N 68th St	-DcE_4T0_iRKGLARmjsjUw	33.0	Worth Visiting	El Ranchero Of Traditional Mexican Food	4.0	4.0	26	
220	7045 E 3rd Ave	aNclt-yBXEOUg2WK0DweKw	5.0	Worth Visiting	Gloria's Cafe	5.0	4.8	5	
221	15815 N Frank Lloyd Wright	NoVhmZpDGk41i4tQgApKHA	6.0	Worth Visiting	BBQ Island	5.0	5.0	9	
222	7120 E Becker Ln	GfHBBCi6LJAPVFTcCwu9aQ	49.0	Worth Visiting	Centro Paninoteca	4.0	3.8	33	
223	11219 E Via Linda	OyKnPzSQUB_s_qET9ul1qA	86.0	Its your say finally!	Dairy Queen	2.0	2.5	16	
224	15301 N Scottsdale Rd	-6h3K1hj0d4DRcZNUtHDuw	1968.0	Jewel of a place!	Brio Tuscan Grille	4.0	3.7	449	
225	7111 E Bell Rd	gIno_cXhvn6Om14D0I2vHg	392.0	Worth Visiting	Carlos O'Briens	3.0	3.4	96	
226	6737 E Thomas Rd	2TGWnj3LGYd1BBS3twO-oQ	115.0	Its your say finally!	Burger King	3.0	2.8	14	
227	15768 N Frank Lloyd Wright Blvd	kPBag_GfDoNCsoz8rZi-iw	37.0	At your own risk	Saladworks	3.0	3.1	22	
228	11162 N Frank Lloyd Wright Blvd, Ste A-3	6G2PbZn6NtMQrhzAVDCGUQ	46.0	At your own risk	First Watch - Breakfast, Brunch & Lunch	3.0	3.2	61	
229	8787 N Scottsdale Rd	fCJrZIzz85_8Uhf072QVnA	902.0	Must Visit!	Village Tavern	4.0	3.8	295	
230	15024 N Scottsdale Rd	7yIHC8KsR5OaE_7MgEBVhw	1606.0	Jewel of a place!	North Italia	4.0	4.0	558	
231	4302 N Scottsdale Rd	orMyWvonOj55yswWf-k72Q	1072.0	Must Visit!	Farm & Craft	4.0	3.8	342	
232	10460 N 90th St, Ste 102	4wQWc6N0VfwVqCNxrurrSQ	29.0	Its your say finally!	Jimmy John's	2.0	2.0	25	
233	7145 E Indian School Rd	I7yKjeRgOcGfk0JzPI8SXQ	3.0	At your own risk	Fuddruckers	3.0	3.0	8	
234	7116 E Shea Blvd	o_W4cyIyPMZT4aNXbDT_uw	67.0	At your own risk	Jack-In-the Box Drive Thru	3.0	2.8	11	
235	7119 E Shea Blvd	S9RoY_Smsh0a2JPo90bkdg	316.0	Must Visit!	US Egg Restaurant	4.0	4.2	108	
236	18529 N Scottsdale Rd, Ste 121	bs0PLtVoePk0UFwEWOCH5A	97.0	Worth Visiting	Cold Beers & Cheeseburgers	4.0	3.8	64	
237	9393 E Bell Rd	6nKR80xEGHYf2UxAe_Cu_g	3105.0	Jewel of a place!	The Thumb BBQ	4.0	4.2	711	
238	7114 E Stetson Dr, Ste 210	-9nai28tnoylwViuJVrYEQ	988.0	Must Visit!	Tapas Papa Frita	4.0	3.5	412	
239	7677 E Princess Blvd	n2WUxe1YnEHIOwK1NJ1MkA	1.0	At your own risk	ArteZania Kitchen & Cantina	4.0	3.7	3	
240	10999 N Frank Lloyd Wright Blvd	ZfPcpbZssIMrYBSg9jXNdw	207.0	Worth Visiting	Vito's Pizza & Italian Ristorante	3.0	3.5	134	
241	9251 E Shea Blvd	vpt0Oj0BP_2rdqut29eemg	178.0	Its your say finally!	McDonald's	2.0	2.1	15	
242	9500 E Via De Ventura	Bpjhk4ZtncUnntdqurIrfQ	21.0	At your own risk	Modern Grove Views	3.0	3.0	24	
243	4200 N Scottsdale Rd	82XiVba4oiPXvLKelbW6FQ	266.0	Must Visit!	Bourbon & Bones	4.0	3.9	185	
244	9261 E Vía De Ventura, Ste 107	nnMZ7d3IF-D2LA6Cp7rW8Q	26.0	Worth Visiting	Backyards	4.0	4.2	36	
245	7575 E Princess Dr	jRaFTzmmZjYOky0XygFNCA	118.0	At your own risk	Ironwood American Kitchen	3.0	2.8	48	
246	9393 N 90th St, Ste 116	Ly2ShApiomYZwKehwb7eRA	1696.0	Jewel of a place!	Hiro Sushi	4.0	4.3	571	
247	7133 E Stetson Dr, Ste 4	PuH3yrAjl8OhMdIL792eEA	328.0	Worth Visiting	Counter Intuitive	4.0	4.4	66	
248	7145 E Indian School Rd	e55f_t6nVzsgvBjLldAMtw	1566.0	Worth Visiting	Paradise Bakery & Cafe	3.0	3.4	70	
249	15768 N Frank Lloyd Wright Blvd	MfM1RlnTRFY4k0IDlKTMwA	335.0	At your own risk	Einstein Bros Bagels	3.0	2.6	47	
250	9343 E Shea Blvd, Ste B135	EzNdXFIaUqU1SC75dJJKRw	159.0	Worth Visiting	Black & Bleu American Grill	4.0	3.7	131	
251	9800 E Talking Stick Way	poslVllAL3wvn6PdNYU5dQ	86.0	At your own risk	Black Fig Coffee & Bistro	3.0	3.0	21	
252	7044 E Main St	kwi2TiPbCAVHsBNkEkZjVA	82.0	Must Visit!	Sel	5.0	4.7	96	
253	8040 E Mcdowell Rd	xhjcUFkctsRhxC9la2RVgQ	52.0	At your own risk	Mardi Gras Bar and Grill	3.0	3.3	11	
254	10426 E Jomax Rd	uJe6qjWPRMgR7QIyZ_zTwQ	304.0	Worth Visiting	Pinnacle Peak Patio	3.0	3.4	135	
255	13802 N Scottsdale Rd, Ste 101	AoKRsxts46M2bCIqBukirg	35.0	At your own risk	Papa John's Pizza	3.0	2.9	15	
256	2902 N 68th St	jOMEYEJPjoGez8o4HliG_g	16.0	Its your say finally!	Domino's Pizza	2.0	1.8	16	
257	10855 N Frank Lloyd Wright Blvd, Ste 100	gZYt10Kn-eHpo3n4lx3iBg	66.0	Worth Visiting	Marco's Italian Bistro	4.0	3.9	81	
258	7605 E Pinnacle Peak Rd	C1zlvNlxlGZB8g0162QslQ	235.0	Worth Visiting	Rhythm and Wine	4.0	3.7	128	
259	4513 N Scottsdale Rd, Ste 108	426RL7G7oTyu-f8jFxVRJQ	4346.0	Worth Visiting	Chipotle Mexican Grill	3.0	3.4	100	
260	7051 E 5th Ave, Ste I	YoDLrSlxF-ofSvuJTK9fzw	104.0	Must Visit!	Berdena's	5.0	4.8	65	
261	23335 N Scottsdale Rd, Ste D101	ypQOqmkR3bl1kZI0C8H-Zg	19.0	At your own risk	Firehouse Subs	3.0	3.1	19	
262	8763 E Bell Rd	WxpAlLUqOPZkbU8N7FfW7Q	125.0	At your own risk	Champion Field	3.0	3.3	29	
263	8110 E McDowell Rd	aqbY6f-ZqJ7wnUSll3BxLA	103.0	Worth Visiting	Rome's Pizza	4.0	3.6	45	
264	11300 E Via Linda	ot9iwwY_oSzf9VWkEl4XkA	10.0	At your own risk	Papa John's Pizza	3.0	2.9	15	
265	9121 East Indian Bend Rd	3i1RdbJmqLJOxc5uucarVg	62.0	Its your say finally!	Popeyes Louisiana Kitchen	2.0	2.0	40	
266	8900 E Pinnacle Peak Rd, Ste E1	MjfgD6Okt4_PaOeYNZ-prQ	132.0	Worth Visiting	Al Hamra	4.0	3.7	106	
267	4995 N Granite Reef Rd	BMbIIewtxETan7Out6ROKg	1.0	At your own risk	Food And Things Liquor & Deli	3.0	3.4	5	
268	7014 E Camelback	D268cSH_SyE17-i2yP9pag	141.0	At your own risk	Panda Express	3.0	2.9	12	
269	8777 N Scottsdale Rd	HAm7R0MIWYwkEcQDqo-CWA	74.0	At your own risk	McCormick and Schmick's Seafood	3.0	3.4	29	
270	10600 E Crescent Moon Dr	3hXDRfZR-Hwx3QKaEqa-Lg	90.0	Worth Visiting	Onyx Bar & Lounge	4.0	4.2	16	
271	6720 N Scottsdale Rd	93ncJl30FNA5a1sIEffWwA	7.0	At your own risk	Spectrum Cafe	4.0	3.8	4	
272	10271 N Scottsdale Rd	2uRM8Et0uJVl8u1jSnmuKw	232.0	Must Visit!	Takeda Thai	4.0	4.0	181	
273	8900 E Pinnacle Peak Rd, Ste B1	UWCTp_AJ2jnCNy37c05I1Q	25.0	At your own risk	Rock & Vine Bar and Grill	3.0	3.4	22	
274	7001 N Scottsdale Rd, Ste 127	el-3IdlW3bTCSnquLvH-3w	167.0	Worth Visiting	La Petite France	4.0	4.1	111	
275	15040 N Northsight Blvd, Ste 104	1qkKfqhO8z2XMzLLDFE96Q	403.0	Must Visit!	Kodo Sushi Sake	5.0	4.8	166	
276	7501 E Frank Lloyd Wright Blvd	HshPHJ-OJ0rpVR-okV55Rg	679.0	Worth Visiting	Someburros	3.0	3.4	165	
277	2122 N Scottsdale Rd	qC0Di2wDeUBMSMbz6fdYBw	446.0	Worth Visiting	Frasher's Steak House & Lounge	4.0	3.9	134	
278	20775 N Pima Rd	t85HXNxAtV2PLJDvXgavsg	35.0	Worth Visiting	The Place	4.0	3.6	36	
279	6166 N Scottsdale, Ste 210	8xt4jLVzlAogeKjA9Uo1Cg	2.0	Its your say finally!	Slo Foods Cafe	3.0	2.7	10	
280	5959 N Granite Reef Rd	iPPzDL_oY8SJCjmycuXcVg	2664.0	Must Visit!	Buzzberry	4.0	3.5	247	
281	32527 N Scottsdale Rd	WCOuyKKNHWqua5MAKUNpaQ	9.0	Its your say finally!	Dos Diablos	2.0	2.1	11	
282	7620 E Indian School Rd	0d6kx6Jlocw77y1J9nbqMA	613.0	Must Visit!	Scratch Pastries & Bistro	4.0	3.7	188	
283	20469 N Hayden Rd	hvFjnlcU-Z24tDu-2Vzaow	167.0	Worth Visiting	O'Donoghue's Pub	3.0	3.5	41	
284	14202 N Scottsdale Rd	9EytPnh_lzU6STtd6cljCQ	48.0	Worth Visiting	Farrelli's Cinema Supper Club	4.0	3.9	45	
285	7119 E Shea Blvd	P28agvrsm3OARbV3tFQbUg	101.0	Worth Visiting	Rosatis Pizza	4.0	3.8	61	
286	1414 N Scottsdale Rd	-Oj_rs84KRFOTtbeQXPB7Q	263.0	Worth Visiting	Red Kimchi Korean Restaurant	3.0	3.2	110	
287	7366 E Shea Blvd, Ste 106	7gHdVSAz_Dm1wS1ZImJSiQ	429.0	Must Visit!	The Baked Bear	4.0	4.0	183	
288	4830 E Bell Rd	rIzfzSK7MWuixRbhLgN5Ww	319.0	Its your say finally!	McDonald's	2.0	2.4	38	
289	9393 N 90th St, Ste 122	hgo0jDweUcHMHqNDnQQm9A	497.0	Worth Visiting	Ajo Al's	3.0	3.3	169	
290	11219 E Via Linda, Ste D1	mvsnt4q3A5TzcbPFolpsZQ	131.0	Must Visit!	Tesoro Ristorante Italiano	4.0	4.2	148	
291	1617 N Granite Reef Rd	4rMADpk3LN_wSHBASgNI9A	16.0	At your own risk	De Mi Tierra Restaurant	3.0	3.4	13	
292	7107 E Mcdowell Rd	6tLL1P8k9drb7MJEVwmRhg	3112.0	Jewel of a place!	Papago Brewing	4.0	3.9	452	
293	15169 N Scottsdale Rd	3p4M5be6uc1S78TO62gmOg	666.0	Must Visit!	Dominick's Steakhouse	4.0	4.0	341	
294	7217 E 4th Ave	KfuNW67ZM3jegHT4txnHbg	354.0	Worth Visiting	Touch of Thai	4.0	4.0	36	
295	3014 N Scottsdale Rd	xpmlQcgvRcIdBch7GbMu6w	340.0	Its your say finally!	Wendy's	2.0	2.0	21	
296	7245 E Main St	7b7Hj8hdcObDoBcBqL4MVg	1311.0	Must Visit!	Rusty Spur Saloon	4.0	3.8	176	
297	15345 N Scottsdale Rd, #K-100	J4RcMXDGPzvxxMUcFRGLVQ	125.0	Worth Visiting	Kona Grill	4.0	3.5	72	
298	9160 E Indian Bend Rd	iHp2K7dml2CHfhOzdo7wHw	220.0	At your own risk	Denny's	3.0	3.2	44	
299	4301 N Civic Center Plz	FWkRdwpOV8gW3Z84q8HvBw	30.0	At your own risk	RSVP Social Club	3.0	3.2	5	
300	7325 E Frank Lloyd Wright Blvd	BG0qvww_IeSDp9ZqOgZCRw	28.0	At your own risk	Subway	4.0	3.5	10	
301	8700 E Raintree Dr	YpnvKqeVD7dqZ9Mr0SGw6A	596.0	Worth Visiting	Pei Wei	3.0	3.0	126	
302	5402 E Lincoln Dr	BqnxN4hHahZ-zZGXDDGLsg	482.0	Must Visit!	BLT Steak, Scottsdale	4.0	3.9	199	
303	2334 N Scottsdale Rd	hlDcfzRGfmSmL5LpYcRqKA	283.0	Worth Visiting	China Wok	3.0	3.2	146	
304	6560 N Scottsdale Rd	4sfof0u2L7_ryXQusDM-aA	110.0	Worth Visiting	Vivo Ristorante	4.0	4.1	78	
305	8940 E Indian Bend	ZBJm85DMnmTCRRHD9x4Ydw	478.0	Worth Visiting	Barro's Pizza	4.0	3.8	89	
306	7337 E Shea Blvd, Ste 105	pBFewLcdLnf1XwPTE4jtyQ	1878.0	Jewel of a place!	McFate's Tap + Barrel	4.0	4.2	318	
307	14850 N Frank Lloyd Wright Blvd	vzoAKt7ND2YPLYfnVRi_Cg	221.0	Worth Visiting	Barros Pizza	4.0	3.6	49	
308	10263 N Scottsdale Rd	BjzVSvTuRlna5AjtpwoZyA	213.0	At your own risk	Dairy Queen	3.0	3.2	39	
309	14740 N Northsight Blvd, Ste 102	x6qH9HXhzuKM03jcZmg-ZQ	163.0	Worth Visiting	Firehouse Subs	3.0	3.3	51	
310	8977 N Scottsdale Rd, Ste 500	j9E7AzV3RBMxZnJD0jDVxw	133.0	Worth Visiting	The Living Room	3.0	3.3	54	
311	10105 E Via Linda	qq1ux1zmCEmFfUOq538j8g	131.0	At your own risk	Samurai Sam's	3.0	3.5	19	
312	8912 E. Pinnacle Peak Rd.	MtawnRlCFEDlYy8YRoaSsg	3.0	Its your say finally!	Pizza Hut	3.0	2.6	5	
313	14144 N 100th St, Ste125	uk3A_uUwhdh4Quuh5n1GVQ	3.0	At your own risk	Subway	4.0	3.7	3	
314	9015 E Via Linda, Ste 105	9l2hkescfkSWx-GtJQdyFA	82.0	Worth Visiting	Dona Kay Cafe	4.0	4.4	34	
315	3815 N Brown Ave	K-uQkfSUTwu5LIwPB4b_vg	3966.0	Jewel of a place!	The Mission Old Town	4.0	4.0	1659	
316	15236 N Pima Rd	y2e1DgIUBlERep7hrKz2-w	683.0	Worth Visiting	Arriba Mexican Grill	3.0	2.6	185	
317	7014 E. Camelback Rd, Space 1280	XcBJJ7ZG8iHFrZw0ox0o8Q	92.0	Worth Visiting	Nespresso Boutique	4.0	4.1	31	
318	8977 N Scottsdale Rd, Ste 504	mIlwCZYr8uQH0mHJEhuf4g	87.0	Worth Visiting	Forno Fabbri	4.0	4.3	28	
319	7575 East Princess Drive	Ade8mPSOeEw2OodsN9DadA	567.0	Must Visit!	Bourbon Steak	4.0	3.7	264	
320	13610 N Scottsdale Rd	zK_8IIKiSXZUapswCEvsPg	35.0	At your own risk	Jack-In-the Box	3.0	3.0	9	
321	10130 North 90th St	lhwIw2i5JNUlUBmWRAYSDg	142.0	At your own risk	Taco Bell	3.0	3.0	21	
322	7216 E Shoeman Ln	LQ_gYNs5E10IGFE0NOyD7A	1373.0	Must Visit!	The Upton	4.0	4.1	190	
323	20715 N Pima Rd, Ste F115	nzbQXU2x7O8oucKGthUT3g	522.0	Must Visit!	Grimaldi's Pizzeria	4.0	3.8	210	
324	4225 N Craftsman Ct	3KTY5XZfavc85u0_rLFHrw	1288.0	Worth Visiting	Philadelphia Sandwich Company	3.0	3.2	210	
325	4815 N Pima Rd	ZW-2-SYs2bk0dl-y-kPULQ	17.0	Its your say finally!	Wendy's	3.0	2.8	10	
326	6137 N Scottsdale Rd, Ste 108	Mkb7dYT-tBGQPy6tUpWMKA	891.0	Must Visit!	TapHouse Kitchen	4.0	4.0	268	
327	4341 N 75th St	VvbSKPCIqSz3CmjpA5y4Ow	227.0	Worth Visiting	Drift Lounge	4.0	3.5	54	
328	6300 N Scottsdale Rd	fKlr9qNoV37WQJwQ826POg	2202.0	Jewel of a place!	Fogo de Chão Brazilian Steakhouse	4.0	4.1	967	
329	7337 E Shea Blvd, Ste 105	zu7DiVAX0wO4f8rGPU8URg	19.0	At your own risk	Grapes	3.0	3.5	20	
330	2882 N Scottsdale Rd	auufMM0imMP0w7soM52PHQ	358.0	Its your say finally!	McDonald's	2.0	2.0	25	
331	7366 E Shea Blvd, Ste 112	DN0b4Un8--Uf6SEWLeh0UA	329.0	Must Visit!	Amy's Baking Company	3.0	2.8	461	
332	7366 E Shea Blvd, Ste 112	PRUsjqm4hWbmmI_lgj6hzg	58.0	Worth Visiting	The Grande Stand	4.0	4.3	78	
333	27375 N Alma School Pkwy	OtVNeY6IfUh3CIOCzmfg3A	445.0	Worth Visiting	Greasewood Flat	4.0	4.0	123	
334	6333 N Scottsdale Rd	wyFV6UN--hH_ifbvdsjSkQ	833.0	Must Visit!	Fleming's Prime Steakhouse - Scottsdale	4.0	3.9	332	
335	2765 N Scottsdale Rd	ypIzqbkJli_75hgFz98WiQ	166.0	Its your say finally!	Subway	3.0	2.7	7	
336	11485 N 136th St	e_BiI4ej1CW1F0EyVLr-FQ	44.0	Worth Visiting	Casa Mia	4.0	4.3	52	
337	9015 E Via Linda	t7G5dq2Z0iUk6YHXHj3Hjg	318.0	Its your say finally!	Subway	3.0	2.6	16	
338	7014 E Camelback Rd, Ste 1423	xvcGZGoLwWpmDMMY1VN-OA	798.0	Must Visit!	Thirsty Lion Gastropub & Grill	4.0	3.8	251	
339	32415 N Scottsdale Rd, Ste C	1SL4o9YkOxfJMXIx2jic7w	289.0	Worth Visiting	Rubio's	4.0	3.8	36	
340	16459 N Scottsdale Rd, Ste 119	G4LzA_UqrzcZ5gAyWWP2sw	736.0	Must Visit!	Yume Sushi Grill	4.0	4.2	221	
341	7030 E Greenway Pkwy	svFq2-4Yv5bIXtB2EK24Ow	800.0	Must Visit!	Postino Kierland	4.0	4.1	251	
342	10155 E Via Linda, Ste H131	G9r4WJwmrNbt75kF3Fnxtw	318.0	Worth Visiting	The Egg I Am	3.0	3.5	87	
343	23271 N Scottsdale Rd, Suite A101	ZYr2feXiGYTbWyho_1oUiw	228.0	Must Visit!	Egg N' Joe	4.0	3.7	220	
344	5201 N Pima Rd	AYlhzCGwUeFVmuMPIsdSbw	6.0	Worth Visiting	The Bistro At Courtyard Scottsdale Salt River	4.0	4.4	5	
345	9800 E Talking Stick Way	NXN_rVXsvJJVgm47k99Gtw	692.0	Must Visit!	Ocean Trail	5.0	4.7	219	
346	10155 E Via Linda, Ste H131	mreVfNDmhkQBPbWZ6vtr9w	37.0	Worth Visiting	The Egg I Am	5.0	4.6	29	
347	9330 E Poinsettia Dr	4qQVf2lt-47VcQ4v54PEXQ	313.0	Must Visit!	Basil & Garlic Bistro	4.0	4.4	241	
348	6830 E 5th Ave	ccKg3MyxxeDsdVFe6EXSMA	10.0	Its your say finally!	Gradys Sports Grill	3.0	2.8	4	
349	10885 N Frank Lloyd Wright Blvd	ydqbNz2sHENV9XOElwyAYA	558.0	Must Visit!	Blue Adobe Grille	4.0	4.1	303	
350	14858 N Frank Lloyd Wright Blvd	fIcHJP6iJH15vIzV6JUROQ	559.0	Must Visit!	Pita Jungle	4.0	3.8	211	
351	4327 N Scottsdale Rd	yXwD_uRBt598C2SBIvWRCg	97.0	Worth Visiting	Bravo Bistro	4.0	3.8	49	
352	4245 N Craftsman Ct	Kx_lrGQDNXT0owqBgs2how	659.0	Worth Visiting	Rockbar	4.0	3.8	70	
353	7321 E Shoeman Ln	5pMNyj77S1P3rrT69y1pkQ	2004.0	Must Visit!	Joe's New York Pizza	3.0	3.3	285	
354	6977 N Hayden Rd	eVNKGHD1H5vFYPqT9QjoHQ	203.0	Worth Visiting	Subway	5.0	4.6	12	
355	7014 East Camelback Rd	L192hPeosT4Z1qRO8jQbfQ	3604.0	Jewel of a place!	Yard House	4.0	3.7	431	
356	11162 N Frank Lloyd Wright Blvd, Ste A-3	coAdjIJ7Xomwq7sfHFzxKQ	308.0	At your own risk	The Good Egg - Ancala	3.0	2.9	72	
357	7790 E McDowell Rd, Ste 102	fnPefa87H-3CJnDungeetQ	63.0	Its your say finally!	Pizza Hut	2.0	2.0	24	
358	7001 N Scottsdale Rd	nhcAbo6FT9VRDZ4V9AGxnQ	117.0	At your own risk	Burger 21	3.0	3.3	44	
359	7122 E Greenway Pkwy, Ste 140	cUFBO-5Fgd7pR0JUakWXSw	114.0	Must Visit!	The Mission Kierland	4.0	3.7	175	
360	7101 E McDowell Rd	Tq4Wy87HdM1aDvk2XM_etA	22.0	Its your say finally!	Mandarin Buffet	2.0	1.9	7	
361	16211 N Scottsdale Rd, Ste 4	UkqdcwYv6_c-yW1JPCKlUA	206.0	Worth Visiting	Rinaldi's Italian Deli	4.0	3.7	165	
362	32409 N Scottsdale Rd	PMH637woNo9ojZWxPLVULw	138.0	Worth Visiting	Blu Burger Grille	3.0	3.0	121	
363	15054 N Scottsdale Rd, Ste 110 D18	RwlumSqNBunw1a1LXccN8A	1042.0	Jewel of a place!	Snooze An AM Eatery	4.0	4.3	540	
364	7032 E Main St	UQiUVCtG-rJxoriuEv1RRQ	136.0	Worth Visiting	Cafe Forte	4.0	4.1	80	
365	4416 N Miller Rd	GW2_gqOhKQ7sI4oem6yP9w	68.0	At your own risk	Brioni To Go	4.0	3.6	14	
366	6333 N Scottsdale Rd	sCXAcEGUqjxjNb-gWLSlvg	17.0	Its your say finally!	Bluefire Grille	3.0	2.6	13	
367	4020 N Alma School Rd	l-xQwYH5tsgjWL2oQEp2vg	22.0	Worth Visiting	The Stand	5.0	5.0	17	
368	20553 N Hayden Rd, Ste 105	J8hSZ_LEdHHSk7yHe8LRzQ	82.0	Worth Visiting	Nekter Juice Bar	4.0	4.2	31	
369	10443 N Scottsdale Rd	1M7E6fh47lwQ1roc8kVv9g	577.0	Worth Visiting	Ernie's Restaurant & Bar	4.0	3.7	110	
370	Hayden & McDowell	w4uc4nDwm-C-93G0BOV2pQ	6.0	Its your say finally!	McDonald's	3.0	2.7	3	
371	7001 N Scottsdale Rd	6XpqswYWoSOx0a9MkosVRA	120.0	Worth Visiting	Tia Shorty's Authentic Mexican Food	4.0	3.9	138	
372	11107 N Scottsdale Rd	jS3U9iEGnJY7j5oT9iDN7A	554.0	Worth Visiting	Macayo's Mexican Restaurants	3.0	3.2	198	
373	4017 N Scottsdale Rd.	mJiYT9fajSKinVzKqo1lkQ	112.0	Its your say finally!	Schlotzsky's	2.0	2.1	10	
374	9140 E Indian Bend Rd	g_lOWYy83eGVGXThyykd_Q	149.0	Its your say finally!	McDonald's	2.0	2.1	20	
375	9010 E Indian Bend Rd	dF11zSNDXbq6DBchUvqgZQ	620.0	Worth Visiting	Chipotle Mexican Grill	4.0	3.8	54	
376	7000 E Shea Blvd, Ste 101	pD9P35iYuBA0e3pSD5imWw	193.0	Worth Visiting	Arizona Bread Company	4.0	3.7	65	
377	4321 N Scottsdale Rd	9Q9nXYkov-tCTOEhWJTgSg	1932.0	Worth Visiting	Saddle Ranch Chop House	3.0	3.4	167	
378	4320 N Miller Rd	ctzH0uqGz6q_o2nuCrAUvA	1433.0	Must Visit!	Sushi J	4.0	4.3	268	
379	7373 E Scottsdale Mall, Ste 6	1Qs8-7DUkIYrQVjBzFqdnA	19.0	Worth Visiting	Sasaki Sushi & Bar	4.0	4.2	34	
380	15050 N Northsight Blvd, Ste 101	k7poeVYt_3RIgaCW8zOxCw	37.0	Its your say finally!	Quiznos	2.0	2.3	7	
381	4420 N Saddlebag Trl	KeAF7rzL68OeCMaNqGRyew	1005.0	At your own risk	Derby Public House	3.0	3.0	57	
382	13604 N Scottsdale Rd, Unit 103	SZrrRRpbUgeJ1y5oe0jjlw	519.0	Worth Visiting	Potbelly Sandwich Shop	4.0	4.0	80	
383	7904 E Chaparral Rd	5L4XcFz1YKeurNGeMR-fsQ	949.0	Must Visit!	Randy's Restaurant & Ice Cream	4.0	4.1	243	
