	RestaurantID	Name	address	Checkins	Reviews	Recommended	Rating	range		
199	k_TFJp2S1W1l1Op6v5uUYQ	Chick-fil-A	1664 S Stapley Dr	505.0	62	Worth Visiting	3.6	4.0		
200	OA5D9SMnku0QAq5hFLytng	Jimmy John's	4401 E McKellips Rd, Ste 104	59.0	23	At your own risk	2.9	3.0		
201	BngaEGNRonNnd-Q9PiSjPw	Filiberto's Mexican Food	2064 W. Southern Ave	143.0	53	At your own risk	2.4	2.0		
202	IHNSikGzuGgI42DghQtL9Q	Millie's Cafe	1616 E Main St, Ste 104	267.0	166	Must Visit!	4.7	5.0		
203	yoh_h9I63HdT0XG-2zkQcQ	Village Inn	5961 E McKellips Rd	85.0	35	At your own risk	2.8	3.0		
204	xhzUfaJ9BTa3EbD0bTeKWQ	IHOP	10662 E Southern Ave	140.0	45	At your own risk	3.0	3.0		
205	qXKGW5hvNMRVb3J0Z3cSRw	Flight Deck Cafe	5803 S Sossaman Rd	126.0	27	At your own risk	3.9	4.0		
206	9VSg0N2M11Y6aL6LgoBYgQ	McDonald's	2035 S Ellsworth Rd	66.0	17	At your own risk	2.4	2.0		
207	yjX5l0UGoFdR4t5q3i2MTQ	Bavarian Point Restaurant	4815 E Main St, Ste 32	123.0	126	Worth Visiting	3.3	3.0		
208	4DBboC1xv7Lr8KYVAw9LRA	Fondita Olvera	1040 E Main St	4.0	5	At your own risk	3.2	3.0		
209	Bx8ans3AywDJ-DN-nCKGeA	Denny's	1150 S Country Clb	140.0	52	At your own risk	2.9	3.0		
210	SxVvADuITM2TDJ4J5B5kVQ	Manna Cafe	721 N Arizona Ave, Ste 103	2.0	3	At your own risk	3.3	3.0		
211	OXbq2xrAN7W15brSAAjqEw	M & D Gyros	1445 W Southern Ave, Space 2162	4.0	5	At your own risk	4.2	4.0		
212	C6MG3vrloHF8h9PPvZNiJA	Thai Patio	1929 N Power Rd, Ste 101	392.0	136	Worth Visiting	4.2	4.0		
213	YTv3Joda9CEeIyLMz6jdUQ	The Original Rocco's Famous Philly	1155 S Higley Rd	21.0	34	At your own risk	3.4	3.0		
214	2Oz0VGwBgo3Dp5Az5WUoww	Kwan's Sampan	1927 N Gilbert Rd	118.0	70	At your own risk	3.3	3.0		
215	FscCtUIsAL8cBL-S-A4FEQ	Green Tea Restaurant	1239 S Higley Rd, Ste 102	44.0	54	At your own risk	2.7	3.0		
216	hfuuuwuwqe30kbZCZH2s7w	Enchiladas Authentic Mexican Food	2753 E Broadway Rd, Ste A112	46.0	44	At your own risk	3.5	4.0		
217	2hS8-tlTHGP7AuzTkmfZzw	Oasis Raspados	606 E Main St	6.0	4	At your own risk	2.8	3.0		
218	GIMviyRh15eJ4vvs9Euoew	Subway	6140 E Main St, Ste 2	11.0	5	At your own risk	2.6	3.0		
219	QBh70QudGmFswwhIRCsS2w	Subway	5901 E McKellips Rd, Ste 108	8.0	5	Its your say finally!	1.4	1.0		
220	HYAI_4AZ88t1lXadrCsZgg	Dairy Queen	541 E Southern Ave	11.0	5	At your own risk	3.0	3.0		
221	zmr6B0JgnzsW9lRFtwWOrQ	The Roadhouse Cafe	7000 E Main St	5.0	11	At your own risk	2.6	3.0		
222	5j2ugUALtjsa2nkV1YGq5Q	House Modern Sushi Restaurant	1641 S Stapley Dr, Ste 103	1026.0	258	Jewel of a place!	4.2	4.0		
223	odJzhCY4-FqEvB82sNjNsg	Domino's Pizza	1145 S Mesa Dr	1.0	15	Its your say finally!	1.9	2.0		
224	7MTQYugLbY01UO4Kq8NpPw	McDonald's	358 E University Dr	23.0	17	Its your say finally!	1.1	1.0		
225	ypo9QPXXTkpxzx8jGsxriA	Taco Bell	6111 E Southern Ave	42.0	5	At your own risk	3.2	3.0		
226	gLqFQmAPDX88Fu3ETbBadw	Egg & I Cafe	2034 E Southern Ave	16.0	8	Its your say finally!	2.1	2.0		
227	ZXC9HaHWeHnKKtbqX74Q_A	Señor Taco	1929 N Power Rd, Ste 105	402.0	163	Must Visit!	4.0	4.0		
228	z5t6Cny_wEe37iWHE3A1fA	Fritzs Footlong Bar & Grill	1734 E Main St, Ste 5	6.0	5	At your own risk	3.8	4.0		
229	J0X8w6E0EHZ0rL5D55pbHA	El Gallo De Lagos Mexican Food	730 E Brown Rd	27.0	21	At your own risk	3.8	4.0		
230	MgzGvq5VKDqXKigty36xRw	What The Hell Bar & Grill	7303 E Main St	105.0	47	At your own risk	3.0	3.0		
231	cDAaBYERHyhOoX7EovtZMw	Texas Roadhouse	1605 S Stapley Dr	1067.0	238	Must Visit!	3.7	4.0		
232	iPDraG9gpzlOQpQhJdPsfg	Don Camaron	1749 W Main St	25.0	24	At your own risk	2.8	3.0		
233	pRVZcwZ-6uhfqRjZyTdCqg	Lenny's Burger	1245 E Southern Ave, Ste 11	300.0	117	Worth Visiting	3.7	4.0		
234	iqL35L6AdFMMkRrAcK1uLQ	Aj's Fine Foods	1836 S Val Vista Dr	1042.0	96	Worth Visiting	3.6	4.0		
235	d07DDzo4um5dqS7_og8Hig	Bill Johnson's Big Apple Restaurants	950 E Main St	60.0	20	At your own risk	2.7	3.0		
236	cfm7hTRUtw7p81DYcXlXhg	Sonic Drive-In	10060 E Southern Ave	77.0	18	Its your say finally!	2.1	2.0		
237	KqoUS4BKtw5S4Rrg79bGgw	Pho Kim	1948 W Broadway Rd, Ste 103	25.0	24	Worth Visiting	4.2	4.0		
238	8CYVg6GtuVb4yo0_V2_bQA	Little Caesar's Pizza	2754 E McKellips Rd	28.0	7	At your own risk	2.6	3.0		
239	g2Y2lnMmnOouvivEie9myw	Church's Chicken	1151 S Country Club Dr	53.0	25	At your own risk	2.5	3.0		
240	i50k1Gkg3Y_2TG-9CAPHjg	Jack in the Box	2120 E Baseline Rd	30.0	7	Its your say finally!	2.0	2.0		
241	UO_62NNq1pKY61teaoN2bQ	Ban Chan	2909 S Dobson Rd	113.0	45	Worth Visiting	3.8	4.0		
242	Vd9XJZ6A9PXS8S8hDPByHQ	Peter Piper Pizza	2122 E Baseline Rd	102.0	18	At your own risk	2.8	3.0		
243	IzE7CcTrNjIe7SPDQGrCiA	Jimmy John's	5229 S Power Rd	46.0	34	At your own risk	2.8	3.0		
244	cGGdnQ5IzkvUWYCdlrNCNw	Applebee's Neighborhood Grill & Bar	6259 E Southern Ave	225.0	69	At your own risk	3.1	3.0		
245	oVwbbA0JttNp3nNJbKsmJQ	Los Betos Mexican Food	4353 E University Dr	33.0	13	At your own risk	3.0	3.0		
246	rXp1D9RSdMZTdhbzs4hIBQ	Subway	1923 S Signal Butte Rd, Ste 104	62.0	3	At your own risk	3.3	3.0		
247	Rgc-qiwjKqxi_au8NibW9A	Dairy Queen	316 S Power Rd	162.0	16	At your own risk	2.5	2.0		
248	cUmYDqGhBLjH2IbZ0GK07Q	Jack in The Box	5207 S Power Rd	60.0	23	Its your say finally!	1.5	1.0		
249	ZpthE2Fz7IEO6ruTnon0Ng	Outback Steakhouse	1860 E McKellips Rd	377.0	83	At your own risk	3.2	3.0		
250	xTVH9u9vuub_v_YHFveDoQ	Arizona Golf Resort & Conference Center	425 S Power Rd	173.0	94	At your own risk	2.8	3.0		
251	nogK5nPAPwRcEyM_PdTwkQ	Black Rock Coffee Bar	5351 S Power Rd	170.0	95	Worth Visiting	4.6	5.0		
252	_myTPlWa8QRN5eavs-hNPg	Pacino's Italian	2831 N Power Rd	241.0	181	Worth Visiting	3.6	4.0		
253	kCWXBlEURZkBCAYAB5O3kQ	Subway	161 W Main St	33.0	7	At your own risk	2.9	3.0		
254	vlc_yP8dfz8CGE6JRMKBZA	Sbarro	1445 W Southern Ave, Ste 2101	3.0	5	Worth Visiting	4.4	4.0		
255	hrooCfjOz1_fItNVbCiYPg	Panda Express	2015 N Power Rd	47.0	23	At your own risk	2.8	3.0		
256	2OVuHRbdb5GTHUqrCqV-Fg	Picadilly's Square Sandwiches & Sweets	7143 E Southern Ave	2.0	4	At your own risk	3.5	4.0		
257	O3UDRFNGWaddyt9O1Mh88w	Five Guys	1229 S Power Rd, Ste 110	236.0	56	At your own risk	3.2	3.0		
258	rKBZdPOd-IkRykaeQ56Ngw	Thai Buffet & American Sandwiches	502 S Dobson Rd, Ste 16	130.0	92	Worth Visiting	4.1	4.0		
259	oXr-wAuiMpxdltTbFz0T7g	KFC	2210 E Baseline Rd	20.0	23	At your own risk	2.3	2.0		
260	kzaI1djbpwOEhCjzLneisA	Dub's Family Grill & Bar	1925 S Sossaman Rd, Ste 101	26.0	4	At your own risk	2.8	3.0		
261	JGlfMP4mjH_gi8UaosjkUg	Filiberto's Mexican Food	1755 W. Main St	167.0	26	At your own risk	3.0	3.0		
262	4LDWGXPXAALawRn8Q2KkCg	Carl's Jr.	1440 W Southern Ave	72.0	16	Its your say finally!	2.1	2.0		
263	J6VKpVFPlE25NVSt8PUONA	Chipotle Mexican Grill	1955 S Signal Butte Rd, Ste 101	120.0	43	At your own risk	3.7	4.0		
264	3Cct2X22fpUSK2ggyK1LYg	The Monastery	4810 E Mckellips Rd	403.0	134	Worth Visiting	3.1	3.0		
265	e52VGc2dIOoBiDf_gU-kqA	Panda Express	6555-2506 E Southern Ave, Ste 2506	9.0	5	At your own risk	2.6	3.0		
266	eAuPhflD_h9Xux-LlIWu9A	Old Glory Cafe	American Discount Foods, 1360 W Southern Ave	14.0	3	Worth Visiting	4.7	5.0		
267	f48ilIDSfNyIJFuTIayBhQ	McDonald's	1250 S Country Club Dr	54.0	25	Its your say finally!	1.9	2.0		
268	D7DLb-G0HJis3Ae4iGsVkQ	Subway	9221 E Baseline Rd	17.0	6	At your own risk	3.0	3.0		
269	lXpYSMyEujoky4djEJlBSg	Boulders on Southern	1010 W Southern Ave	302.0	143	Worth Visiting	4.1	4.0		
270	09psTuUYhUMA2ZRzQlm30Q	Five Guys	1902 S Val Vista Dr	437.0	125	Worth Visiting	3.2	3.0		
271	S09OE4EMl5e7JwkKZ5Hlaw	Fat Boys New York Pizza	446 N Higley Rd	20.0	33	Worth Visiting	3.9	4.0		
272	o8ZDnwTooHfFkw3M_rix3A	Amé's Mexican Kitchen	1127 E Main St	11.0	4	At your own risk	4.2	4.0		
273	-7HB0UjguXW8csOH9svG4Q	Sonic Drive-In	618 W Southern Ave	54.0	35	Its your say finally!	1.8	2.0		
274	1LG6qcTXLCCaZmIEHwSDeg	Pita Licious	1245 W Guadalupe Rd, B7 & B8	31.0	20	Worth Visiting	4.2	4.0		
275	eCpYibtils6Xg_FzBjqe8A	Legends Steak	860 North Riverview	6.0	13	At your own risk	3.5	3.0		
276	40B7HIv74ZqU9tBxbuol-A	Sonic Drive-In	3033 E McKellips Rd	101.0	24	Its your say finally!	1.8	2.0		
277	VeBNqe1pI5QBxVbquv0uoQ	Oregano's Pizza Bistro	1130 S Dobson Rd	1234.0	239	Must Visit!	3.8	4.0		
278	xGF-FT_Ii8bW8JwUCD_0vQ	Mafia Mike's	1614 N Higley Rd, Ste 101	7.0	8	At your own risk	3.6	4.0		
279	M3tCYlgvLLbQfU0ybHiing	Barro's Pizza	1545 S Power Rd	84.0	55	At your own risk	3.3	3.0		
280	vl4z9uGNc80Xt7qB9V1fdA	What's Crackin Cafe	6663 E Mcdowell Rd, Ste 101	98.0	74	Worth Visiting	3.9	4.0		
281	Ks9nrEuLdjmrLH9uXz_G8A	Chipotle Mexican Grill	6602 E Superstition Springs Blvd, Pad C	249.0	56	At your own risk	3.5	3.0		
282	_epxHMZUc0sNH9W8mUCIBQ	Copper Plate An American Grill	6033 S Sossaman Rd	60.0	21	At your own risk	3.2	3.0		
283	_tW-1Z-GEdQHhkXZ5tiW-Q	Carl's Jr.	1015 N Dobson Rd	75.0	12	At your own risk	2.6	3.0		
284	HWn6UEjunBhWtuUrZFkYKA	Subway	1954 W Broadway Rd, Ste 106	33.0	9	Its your say finally!	2.3	2.0		
285	Uq2mlRObAytzkTIoerN03Q	Pisa Pizza	2015 N Power Rd	4.0	3	At your own risk	3.0	3.0		
286	_lx0ha2fTaZlbfE_8Y1PIQ	Grand View Steakhouse	6210 E McKellips Rd	15.0	8	Its your say finally!	2.4	2.0		
287	pkEYhukWbbnvfhcx5B_qmg	Seafood Market and Restaurant	3406 E Baseline Rd	168.0	111	Worth Visiting	3.1	3.0		
288	Ez05DSwlSQC1Lu-ibi-U-w	Inka Fest	2909 S Dobson Rd, Ste 21	82.0	34	At your own risk	3.6	4.0		
289	X6iU1PGjoztDwFdhV4RumA	Wendy's	6929 E Hampton Ave	53.0	21	At your own risk	2.4	2.0		
290	SVAfZ1_2XmGj6Fwhpx9RJw	Little Caesars Pizza	3544 E Southern Ave	41.0	15	At your own risk	2.8	3.0		
291	puPY7gVy7RCz8bK1zkzdoQ	Golden Valley Chinese Restaurant	832 W Baseline Rd	214.0	104	Worth Visiting	4.2	4.0		
292	FlDrZAqMcDVtbxJ19M6EQg	Fatburger	1641 S Stapley Dr, Ste 101	112.0	26	At your own risk	3.5	3.0		
293	gOpOoZgrF2shRLCBBzO3Mw	Burrito Shack	5663 S Power Rd	388.0	205	Must Visit!	4.2	4.0		
294	By3eFOzWO9Mo0HivLhN8Sg	Jong Wah Chinese Restaurant	1309 W Guadalupe Rd	7.0	14	At your own risk	3.1	3.0		
295	c8DO25hR5lNWOwQmz1hhpQ	Domino's Pizza	510 S Dobson Rd	21.0	21	At your own risk	3.5	4.0		
296	3mlQUErZsFTBizQJiftHmA	Buffalo Wild Wings	1130 W Grove Ave	53.0	19	At your own risk	3.2	3.0		
297	NSmTvGgirPJ4mJ9jzNW-eA	My Arepa	2057 S Alma School Rd, Ste 4	112.0	59	Worth Visiting	3.7	4.0		
298	OfqTPtPSQfCVxaSlY4qAxg	Best Hong Kong Dining	1116 S Dobson Rd, Ste 123	339.0	117	Worth Visiting	3.6	4.0		
299	MN9RMoV35ReHFIHpRv3WZQ	McDonald's	411 N Val Vista Dr	137.0	13	Its your say finally!	1.8	2.0		
300	1pm04v3jhOCDJjSMWiZSTQ	Pineapple Grill	4545 E McKellips Rd, Ste C108	27.0	74	Worth Visiting	4.4	4.0		
301	Lz6QUlFkVKtnzSISk0WUPw	Angry Crab Shack	2740 S Alma School Rd, Ste 13	2022.0	876	Jewel of a place!	4.1	4.0		
302	lLutFdM2ZOyVs10S3mhnnw	Quiznos	5110 E Southern Ave, Ste 112	24.0	22	Worth Visiting	4.2	4.0		
303	fiUpPtW1a7saRB-FaFZE0Q	Rinaldi's Italian Deli	1041 N Dobson, Ste 105	1.0	3	At your own risk	3.7	4.0		
304	2dOS56h2QueEIDAdP9-1TQ	Pho Ao Sen	1955 W Baseline Rd, Ste 114	649.0	157	Must Visit!	4.0	4.0		
305	f5iC98vNAziOiAuWGP6Jww	Rubio's	6736 E Baseline Rd, Ste 101	343.0	44	Worth Visiting	4.4	4.0		
306	ESfsx53IbXxAfML8sTEe_w	Shop Kwik Deli	323 N Gilbert Rd	7.0	3	Worth Visiting	5.0	5.0		
307	9RBH808zVqoMZ-NBSouzjw	Pirates Fish and Chips	441 N Lindsay	41.0	38	Its your say finally!	1.9	2.0		
308	xhFZir1DWG4mWcEpBQhMUA	Mesa Sports Grill	4545 E McKellips Rd, Ste 108	28.0	20	At your own risk	2.8	3.0		
309	V2yFOyq-4cj7dUvEXyMiGQ	Filiberto's Mexican Food	2853 S. Sossaman Ave	67.0	23	At your own risk	2.3	2.0		
310	eY31R4Fy22ynj-FtnUUeAg	Raging Bull	155 S Power Rd	69.0	71	Worth Visiting	3.5	3.0		
311	rRUMh9qvfW8wA6NUd5Yf8w	Wholly Grill	66 S Dobson Rd	272.0	85	Worth Visiting	3.9	4.0		
312	PGJLirDJJy3txBB7JVgs7Q	Subway	240 W Baseline Rd	18.0	6	At your own risk	2.5	2.0		
313	c7lAaz-pW58i1h1rSlyqcw	Republica Empanada	204 E 1st Ave	838.0	434	Jewel of a place!	4.3	4.0		
314	ul453nviXny8aeNLeI1VTA	Sushi & Song San	1310 S Longmore	3.0	6	At your own risk	3.2	3.0		
315	L-ET62DqrmaXrUTga5Px6A	McDonald's	4505 E McKellips Rd	4.0	6	Its your say finally!	1.0	1.0		
316	VWR1zQYVyHAFRcF1acKczA	Cucina di Vita	142 W Main St	73.0	24	At your own risk	3.3	3.0		
317	NSmoI-d_rMZXp0UCM1vdog	Mylynn Cafe	66 S Dobson Rd, Ste -106	1.0	5	At your own risk	3.2	3.0		
318	vRGVXE0CuPq6qA0k_3nVoA	Ned's Krazy Sub	1356 S Gilbert Rd, Ste B-1	179.0	48	At your own risk	3.5	3.0		
319	Zto7klfy9Opk65ABzZS1qw	Del Taco	3648 E Southern Ave	104.0	19	At your own risk	2.7	3.0		
320	vk-H15Ags7RQo0HiohTUfw	Barro's Pizza	6663 E McDowell Rd	82.0	40	At your own risk	3.2	3.0		
321	JUWeWe5W2LuY_cp2mHRTIQ	Wingstop	937 N Dobson Rd	186.0	35	At your own risk	2.3	2.0		
322	iBCMaNm_hv9IlCDa7AWPig	Mango's Mexican Cafe	44 W Main St	515.0	217	Must Visit!	4.1	4.0		
323	aF5-dQk2Xyto_5j2oBwbLg	Diamonds Sports Grille	161 N Centennial Way	116.0	52	At your own risk	3.0	3.0		
324	YneCHzeW6wM3lsq-nb6VyQ	Mius Bistro	2711 South Alma School Rd	5.0	3	At your own risk	3.3	3.0		
325	Flb_4M6b0sFBWuyowetoag	O'Neill's Place	2855 N Power Rd	67.0	19	At your own risk	3.5	4.0		
326	RckeGBEPQpGv00ivf6tcgw	Cozy Corner Cafe	5901 E McKellips Rd, Ste 102	367.0	151	Must Visit!	4.2	4.0		
327	JNKb9LgYVwWGW3-Mm6o31g	Cravin' Donuts	6728 East Main St	31.0	19	At your own risk	2.9	3.0		
328	B0785SPM9b805PeWezavmQ	Taco Bell	9315 E Baseline Road	74.0	17	Its your say finally!	2.0	2.0		
329	B2FQX40vJowx0jdLDgjYmg	Subway	2722 S Alma School Rd, Ste 3	32.0	7	Its your say finally!	1.6	2.0		
330	1tq2OxLMv-yxhdKLa2f8QQ	Grullo's	1110 E Main St	41.0	28	Worth Visiting	4.4	4.0		
331	H0nIjiZNBTIwrNf4_DwNLQ	BBQ House	1955 W Guadalupe Rd, Ste 105	22.0	24	At your own risk	3.6	4.0		
332	_LL6zdQBWKIAbNKeg3uBFA	Restaurant Sinaloa	45 W Broadway Rd	117.0	46	At your own risk	3.6	4.0		
333	v1W1m7MwUASmIc28wyOmkw	Dickey's Barbeque Pit	2748 S Alma School Rd	65.0	46	At your own risk	3.4	3.0		
334	rBQ-xYc0GFAV2hqYKTQe6w	Mad Dog Saloon	1860 S Stapley Dr	544.0	119	At your own risk	2.7	3.0		
335	H069fdb1NOIhFaIuLzAf1g	Panda Express	3440 E Baseline Rd	78.0	29	Its your say finally!	2.1	2.0		
336	J7rkQISD48jXgdM6UxNAbw	Yoko Fast Food	1235 S Gilbert Rd, Ste 1	399.0	123	Must Visit!	4.4	4.0		
337	BJaNkO2aUfNlFVijEM4dYg	Peter Piper Pizza	9047 E Baseline Rd	123.0	31	At your own risk	2.8	3.0		
338	7_YOEQXlrbGpF9t9TPG_nQ	Filiberto's Mexican Food	531 E. Southern Ave	35.0	21	Its your say finally!	2.2	2.0		
339	oplwp3MumIb_dJI9fmKbSw	Hunan VIII Oriental Buffet	1343 S Gilbert Rd	83.0	25	At your own risk	3.6	4.0		
340	ix10sks4hVvv-3Jb6sKjvw	Autumn Moon Chinese Buffet	70 N Country Club Dr	38.0	42	At your own risk	3.1	3.0		
341	O694V2x8GL6Ff-BMezRb8A	Evapeology Vape & Coffee Lounge	1728 S Greenfield Rd, Ste 104	32.0	13	Worth Visiting	4.4	4.0		
342	NlymcSxDnjtCLyGvmMoyFg	Aloha Kitchen	2950 S Alma School Rd, Ste 12	1098.0	334	Jewel of a place!	4.4	4.0		
343	zdA5QO2gwdaEk5__innayw	Senor Sushi	1356 W Southern Ave	25.0	26	At your own risk	2.8	3.0		
344	YbweWBgYj9T3VqMFJcQlOw	Flaming Kabob	2252 E Baseline Rd	294.0	177	Must Visit!	3.9	4.0		
345	LkH__EQPBEUkFfi2D-GPKQ	Schlotzky's Bakery Cafe	1140 N Higley Rd, Ste 103	23.0	3	At your own risk	3.7	4.0		
346	dU34LGqegjPB6bKKV9TWgg	Pho Wes	Fiesta Mall, 1445 W Southern Ave, Ste 2114	7.0	4	Worth Visiting	4.8	5.0		
347	zzwicjPC9g246MK2M1ZFBA	Sizzler	1050 S Country Club Dr	127.0	52	At your own risk	2.9	3.0		
348	u1m3qTIrhZhwNjMT6n-M8g	Rita's Restaurant & Cantina	1264 W University Dr	218.0	116	Worth Visiting	4.2	4.0		
349	c3ukNv4GHicrT6K9G2IW3w	Wing's Express	1449 E Main St	89.0	49	Worth Visiting	3.9	4.0		
350	HCNKxd0J0pTxAMJwNuYmrQ	Ms Thomas' Lovely Tea House	5609 E Mckellips Rd, Ste 101	7.0	3	At your own risk	3.0	3.0		
351	nqPuAhbXJWknRzUXSg8K2g	McDonald's	1158 N Higley Rd	51.0	13	Its your say finally!	2.2	2.0		
352	RhUrhcgYF8c63SrS-byauQ	Baja Tacos	1437 E Main St	16.0	7	At your own risk	4.1	4.0		
353	9ibMbke1qYbmhJ2Qf3tWfA	Dragon Express	1125 W Baseline Rd	392.0	191	Must Visit!	4.1	4.0		
354	3UMnOWyvnvnGrcSysb9ImQ	Popeyes Louisiana Kitchen	1431 S Crismon Rd	16.0	30	At your own risk	2.2	2.0		
355	s3AG8m6Pzq-vON729pf0gw	Zushi Japanese Bistro	6727 E McDowell Rd	349.0	145	Worth Visiting	3.6	4.0		
356	cgCvvpYzGaanZP5LGHWWhw	Burger King	1201 W Main St	16.0	4	Its your say finally!	2.0	2.0		
357	KmsaDVRln9HpsK5vJxFLKA	Barrio Brewing Co.	5803 S Sossaman Rd, Ste 45	104.0	72	Worth Visiting	3.8	4.0		
358	vT5mKKEcAxhSPj452HHspw	Frutilandia	437 S Gilbert Rd	317.0	67	Worth Visiting	4.1	4.0		
359	OJAGq2tKzlwNuWmUX00I5g	Xaviers Casa Reynoso	3701 E Southern Ave	159.0	39	Worth Visiting	4.0	4.0		
360	5RZt_9lrBSNDuzCyV1zPMw	Good Guys Seafood	1262 S Country Club Dr, Ste 101	55.0	33	At your own risk	3.7	4.0		
361	t1P_vLIyJCIoEaUVcwHdTw	Fran's Place	6320 E Main St	119.0	69	Worth Visiting	3.9	4.0		
362	QvEoE_oGwHPXvw5IylllNg	New China	1130 N Higley Rd, Ste 7-102, Northpoint Village Shopping Center	35.0	58	At your own risk	2.2	2.0		
363	IXUwuNjy707wJNW2U4sRVg	Alessia's Ristorante Italiano	5251 E Brown Rd	277.0	269	Jewel of a place!	4.3	4.0		
364	UtllsEfocRVLB36mR2pTzg	Carbajal's Mexican Food	7302 E Main St	50.0	37	Worth Visiting	3.9	4.0		
365	XjKWDL7usKSaujOfNB_ynQ	Croshaw's Gourmet Pies	6731 E Brown Rd	10.0	17	Worth Visiting	4.4	4.0		
366	3dw6xhzG08htY5HcL2OjeA	Angry Crab Shack	8253 E Guadalupe Rd	179.0	128	Worth Visiting	3.6	4.0		
367	mdUjJFZaQoydAGadzFuFtg	In-N-Out Burger	1650 S Stapley Dr	706.0	79	Worth Visiting	4.2	4.0		
368	E9aC5bLfXdQVZ5csvLuLJg	Taiwan Food Express	66 S Dobson Rd, Ste 148	611.0	141	Worth Visiting	3.3	3.0		
369	DljmXW8D07LVTA1Y69xosw	Sahuaro's Taco Shop	2828 S Country Club Dr	25.0	47	Worth Visiting	4.5	4.0		
370	KhEAQiTeJDvBsXHe-fm0TQ	Yogi's Teriyaki and Grill	1130 W Grove Ave	194.0	45	Worth Visiting	3.7	4.0		
371	i_Oe8Qs15GaHM0Szv_XsyA	Nana Dee's Diner	6353 E Southern Ave	20.0	26	Worth Visiting	4.2	4.0		
372	-yeIdDaCHwXnWfjoGQNYoQ	Matta's Cantina	1157 North Ellsworth Rd	13.0	17	Its your say finally!	2.2	2.0		
373	vYzcDDVv4MqPOt46rl2kYg	Tasty Joe's Asian Diner Chinese Cuisine	1152 N Power Rd, Ste 108	118.0	87	Worth Visiting	3.6	4.0		
374	nJoohOsIiZMgtPV0ttvPxA	Mekong Sandwiches	66 S Dobson Rd, Ste 101	591.0	142	Must Visit!	4.4	4.0		
375	FlJ3Add2GgFaIsWntgum0g	Chick-fil-A	4908 S Power Rd	354.0	56	Worth Visiting	4.1	4.0		
376	nQ7SjLwN2gqn2Qm9shjc3g	Luna Street Tacos & Hot Dogs	9205 E Main St	3.0	5	Worth Visiting	4.6	5.0		
377	koeALuQceWSzj453h23nsQ	Piggly's BBQ	1633 S Stapley Dr	181.0	146	Worth Visiting	3.4	3.0		
378	KBxus2mJ-AB97eYnIX7Srg	Boca Taqueria	1249 N Greenfield Rd, Ste 104	14.0	13	At your own risk	3.9	4.0		
379	anhk98859Rmo3mL6X41jbg	Panda Express	921 N Dobson Rd	112.0	46	At your own risk	2.4	2.0		
380	j9cVHTAIkliYQp4XoVcsnQ	The Harp Pub	1744 S Val Vista Dr	543.0	187	Worth Visiting	3.2	3.0		
381	RD37On83Z4dEMFLgjTPw_g	Pastis	1935 S Val Vista Dr	14.0	30	At your own risk	3.9	4.0		
382	rYRx_E8ioNTR4WJKHJVkfg	McDonald's	2130 W Southern Ave	32.0	13	Its your say finally!	1.8	2.0		
383	TcULtaVLDsbKunf3iW7RCQ	Fresh Millions Restaurant	1130 W Grove Ave, Ste 111	451.0	147	Must Visit!	4.3	4.0		
384	1PaQzgrhq-jy-7MMGeLuGw	Popeyes Louisiana Kitchen	2005 W Broadway Rd	125.0	51	At your own risk	2.2	2.0		
385	v35sTRP8H8VZ6T9b8jYD6w	MOD Pizza	1804 S Signal Butte Rd, Suite 105	181.0	81	Worth Visiting	4.3	4.0		
386	XXxscMkHPEdsZtzjesk5zg	McDonald's	1960 E Main	48.0	20	Its your say finally!	1.4	1.0		
387	2d-bG9IumvPOIwfr9Q4MKQ	Panda Express	9115 E Baseline Rd	24.0	24	Its your say finally!	1.4	1.0		
388	_33-XWJONocBnsQZX3JGFQ	Grandma's Kitchen	323 E Brown Rd, Ste 201	25.0	45	Worth Visiting	4.2	4.0		
389	5DLxa3EQQykWFdIJ-KU5jg	Little Caesars	437 S Gilbert Rd	9.0	5	Its your say finally!	2.2	2.0		
390	G60mnTWpe1J13fWhIGlmxA	Jimmy John's	350 W Baseline Rd, Ste 106	196.0	74	At your own risk	3.2	3.0		
391	v0bL0-frMFrvHz-5OgUczw	Raising Cane's	1945 S Stapley Dr	751.0	180	Worth Visiting	3.7	4.0		
392	Rvj6ryvV1Wf-27UT75soMA	J & M Chinese Cuisine Restaurant	1035 N Ellsworth Rd	123.0	64	Worth Visiting	3.6	4.0		
393	XEHACBzEICqYouH1EgN1bA	Serrano's Mexican Restaurant	1955 W Guadalupe Rd	84.0	25	At your own risk	3.3	3.0		
394	BG-91xMVSVUQVe4E3Rj7bQ	R T O'Sullivan's	1010 W Southern Ave	115.0	48	At your own risk	3.2	3.0		
395	qAJ-denev24k4RN-DMoaGA	1 Eastern Super Buffet	1901 S Signal Butte Rd, Ste 101	73.0	77	At your own risk	3.2	3.0		
396	QeNiUXHqUgiJJnM--UMNNg	Chipotle Mexican Grill	1130 W Grove Ave	328.0	28	At your own risk	3.2	3.0		
397	V2oe1HVgNK0He9Mf3Q17AA	All Pierogi Kitchen & Euro Market	1245 W Baseline Rd, Ste 101-103	406.0	247	Jewel of a place!	4.3	4.0		
398	Nz9Tk-YjE6RHQBOExYbNng	Nielsen's Frozen Custard	1942 E Southern Ave, Ste 1	87.0	45	At your own risk	3.1	3.0		
399	RJ5XMnAxp0DC4h4dcCECsA	KFC	10720 E Baseline Road	27.0	19	Its your say finally!	1.5	2.0		
